"","mdate","Mkt_Europe","Mkt_Global","Mkt_US","HML_Europe","HML_Global","HML_US","BAB_Europe","BAB_Global","BAB_US","SMB_Europe","SMB_Global","SMB_US","UMD_Europe","UMD_Global","UMD_US","RF","D.Recession","P.Recession"
"12",Dec 1990,-0.0194228653921753,0.0134028786718341,0.0245592432885413,-0.00237674550570327,-0.000718331443004689,-0.015567932801918,0.0046901485397639,-0.0361780981090535,-0.0124192376958023,0.000970646526748144,-0.0138951947989319,-0.00314302726839129,0.00329891636876459,-0.0238770792947497,0.0112204757444776,0.6,1,60.7
"13",Jan 1991,0.0173094116060247,0.0232167692069839,0.0445577299938302,0.00979504044694349,0.0125628680734464,0.0113309645402583,-0.0549388391074752,-0.0517922489999683,-0.0613269210531922,-0.024879731747328,-0.00849276665452632,0.0386278977780057,0.00633276032030815,-0.0145001148739925,-0.0505494169185588,0.52,1,59
"14",Feb 1991,0.0760400717260191,0.0930803870158656,0.0719563211158391,0.0500697448871282,0.0304500971452674,0.0299001355898412,-0.00608694756109118,0.0197683136707941,0.0155647133139073,0.0427084161232323,0.0538749915244927,0.0395094095366976,-0.0810675489091549,-0.0922724575378163,-0.0452581829242726,0.48,1,51.5
"15",Mar 1991,-0.0713829883261854,-0.025013567192236,0.0245411981196197,-0.00929824510622154,-0.000289418130387955,-0.0099661617841218,-0.0444537683294828,0.00457948111962632,0.0141925211322414,0.0130455124906159,0.0358301898358177,0.0432874383897074,-0.0202945352064682,0.0111554387137425,0.0185497874925961,0.44,1,34
"16",Apr 1991,-0.00514720048517357,0.00638641958989972,-0.00142685999798438,-0.00672036992251808,0.00481208778636448,0.00854630291395189,0.0350672823096808,0.0439267317645791,0.048505257701395,-0.0171156765950908,0.00459866296064758,0.000106997077283507,0.0137547910439315,0.00531281924049716,-0.00592573117085594,0.53,0,4.4
"17",May 1991,0.00857384425466415,0.00859032752245021,0.0368857323739942,0.000184414090207704,-0.000772433895966766,-0.00637373783059183,-0.00712241399148491,-0.0114431945906324,0.0124411501697405,-0.0174798968970558,-0.00537881092660806,-0.0126138977449588,0.0228412538542952,0.0161311934014103,0.00579634436577179,0.47,0,0.7
"18",Jun 1991,-0.0801142216614144,-0.0621429230649317,-0.0491260125944624,-0.0147928911965818,0.0144689618298424,0.0142236438286868,-0.0379341120974412,0.0125933440868287,0.0258213679541369,0.0104109041884762,0.00561799567096864,0.003999443402621,0.0133925344307281,0.0175375436529174,0.00335094267233245,0.42,0,0.3
"19",Jul 1991,0.0635370976673541,0.038430068068482,0.0426167229554728,0.00888154520231112,-0.00159393683184611,-0.0235937376842164,0.00278441679099269,-0.0185477427512155,0.00325771950217006,-0.0252696413739259,-0.0192835956365739,-0.0124654991942669,0.0310596414002602,0.0277929128599123,0.0438545342977964,0.49,0,0.3
"20",Aug 1991,0.0119585781563935,-0.0130839491029155,0.0226465419924804,-0.00637950072109736,-0.00899265247155537,-0.0173397304188816,-0.00393602680433779,-0.0105909540057619,0.0134851085019756,0.00450639792486801,-0.0107125342564384,0.00386118494899903,0.00644423038223208,0.029396869991326,0.025663060747667,0.46,0,0.4
"21",Sep 1991,0.0307041166701405,0.0278927160535386,-0.0162320753215114,0.000364403793623844,-0.00155189666857552,-0.00410305781614132,0.0754181473171818,0.0167386714490595,0.0287557373714257,0.015938071545238,0.0200916435866579,0.0113223345269027,0.0130004110510648,0.00530028296179817,0.0218663794444719,0.46,0,0.3
